step,exp,game_name,algorithm_name,log_exp
0,2.373611111111111,leduc_poker,CFRPlus,0.8644124711054898
20,0.1736553734419708,leduc_poker,CFRPlus,-1.750682556176538
40,0.04764517713057151,leduc_poker,CFRPlus,-3.0439738684730497
60,0.025152158685298874,leduc_poker,CFRPlus,-3.68281155370233
80,0.019134784913355518,leduc_poker,CFRPlus,-3.9562474006507653
100,0.0134159949715811,leduc_poker,CFRPlus,-4.31130762926891
120,0.01095884572092111,leduc_poker,CFRPlus,-4.513608320442743
140,0.008524798767131206,leduc_poker,CFRPlus,-4.764775861119757
160,0.006712907818690425,leduc_poker,CFRPlus,-5.003723065880504
180,0.005368895974025345,leduc_poker,CFRPlus,-5.227132983027351
200,0.004991256680480519,leduc_poker,CFRPlus,-5.300067561149368
220,0.003748800656613885,leduc_poker,CFRPlus,-5.586319315057673
240,0.003448517743388571,leduc_poker,CFRPlus,-5.6698107798579205
260,0.0031392223926227647,leduc_poker,CFRPlus,-5.763780155392765
280,0.002651910636565835,leduc_poker,CFRPlus,-5.932474903845482
300,0.0023296348919080723,leduc_poker,CFRPlus,-6.06204372243496
320,0.002018159728989277,leduc_poker,CFRPlus,-6.205569208057575
340,0.0016866197304701153,leduc_poker,CFRPlus,-6.385028912522589
360,0.0016053373474876481,leduc_poker,CFRPlus,-6.434421359135444
380,0.00138839225982193,leduc_poker,CFRPlus,-6.579608848882755
400,0.0012786702854495763,leduc_poker,CFRPlus,-6.661934580510867
420,0.0012099738084585532,leduc_poker,CFRPlus,-6.717156565509786
440,0.0010626341372337034,leduc_poker,CFRPlus,-6.847004418325969
460,0.000978528164835138,leduc_poker,CFRPlus,-6.929460987858034
480,0.0009360590423284076,leduc_poker,CFRPlus,-6.973832004065413
500,0.000889063125878789,leduc_poker,CFRPlus,-7.025342317233629
520,0.0007919984497743657,leduc_poker,CFRPlus,-7.140951123507363
540,0.00076370053639091,leduc_poker,CFRPlus,-7.1773348137120445
560,0.000725824215666776,leduc_poker,CFRPlus,-7.2282026996377455
580,0.000619374928612533,leduc_poker,CFRPlus,-7.386799768137291
600,0.0005980751319306227,leduc_poker,CFRPlus,-7.42179417322555
620,0.0006448804589195833,leduc_poker,CFRPlus,-7.346445593353555
640,0.0005166785400338297,leduc_poker,CFRPlus,-7.568089656272506
660,0.0005348895932009712,leduc_poker,CFRPlus,-7.533450200213694
680,0.0005131733223065066,leduc_poker,CFRPlus,-7.574896909608824
700,0.0004707720620254485,leduc_poker,CFRPlus,-7.6611365258311785
720,0.0004561030431124852,leduc_poker,CFRPlus,-7.69279180223975
740,0.0004452828785564966,leduc_poker,CFRPlus,-7.716800795608917
760,0.000413180238155772,leduc_poker,CFRPlus,-7.791626648203813
