step,exp,game_name,algorithm_name,log_exp
0,2.373611111111111,leduc_poker,AutoCFR4,0.8644124711054898
1,2.373611111111111,leduc_poker,AutoCFR4,0.8644124711054898
2,2.029180344094306,leduc_poker,AutoCFR4,0.7076319401339671
3,1.6557147524442124,leduc_poker,AutoCFR4,0.5042327901866858
4,1.5856275950083993,leduc_poker,AutoCFR4,0.4609802879540034
5,1.3023500565417128,leduc_poker,AutoCFR4,0.2641703682809508
6,1.3073806497507372,leduc_poker,AutoCFR4,0.2680256315291666
7,0.9517646046357544,leduc_poker,AutoCFR4,-0.049437538803637236
8,0.747059904436361,leduc_poker,AutoCFR4,-0.29160990370939927
9,0.6227053830926184,leduc_poker,AutoCFR4,-0.473681772380187
10,0.5131037753396531,leduc_poker,AutoCFR4,-0.6672771631590203
11,0.4679270091142411,leduc_poker,AutoCFR4,-0.7594429586591597
12,0.3279929499754802,leduc_poker,AutoCFR4,-1.1147631648061866
13,0.2874456730320016,leduc_poker,AutoCFR4,-1.2467213999675093
14,0.27776839415226673,leduc_poker,AutoCFR4,-1.2809676270844967
15,0.24525006351949968,leduc_poker,AutoCFR4,-1.4054769215377187
16,0.18192138946898875,leduc_poker,AutoCFR4,-1.70418061120681
17,0.13570312683927296,leduc_poker,AutoCFR4,-1.9972856701129515
18,0.13473386209165897,leduc_poker,AutoCFR4,-2.0044538382080286
19,0.13857001337663008,leduc_poker,AutoCFR4,-1.9763795693381407
20,0.13064484846235333,leduc_poker,AutoCFR4,-2.0352727178552557
21,0.13088048925304685,leduc_poker,AutoCFR4,-2.033470667954317
22,0.11744382940555242,leduc_poker,AutoCFR4,-2.141795107311432
23,0.11120616210266981,leduc_poker,AutoCFR4,-2.1963694841086325
24,0.1193813230195436,leduc_poker,AutoCFR4,-2.125432513880999
25,0.10639752252041042,leduc_poker,AutoCFR4,-2.240572986928292
26,0.0967119726745012,leduc_poker,AutoCFR4,-2.336018071627556
27,0.08406540678957995,leduc_poker,AutoCFR4,-2.476160130874314
28,0.08330916654038323,leduc_poker,AutoCFR4,-2.4851966933619725
29,0.07740514882707858,leduc_poker,AutoCFR4,-2.55870197828529
30,0.06794303895215209,leduc_poker,AutoCFR4,-2.6890855873096338
31,0.0716279067077554,leduc_poker,AutoCFR4,-2.6362705224634424
32,0.06517846691187315,leduc_poker,AutoCFR4,-2.7306261266858987
33,0.05249828264344518,leduc_poker,AutoCFR4,-2.9469748214730185
34,0.044613031866594294,leduc_poker,AutoCFR4,-3.109729268318307
35,0.04669176673993877,leduc_poker,AutoCFR4,-3.064187430922121
36,0.05234745626836526,leduc_poker,AutoCFR4,-2.949851933708338
37,0.05584352533781685,leduc_poker,AutoCFR4,-2.885201689680254
38,0.045337234223804784,leduc_poker,AutoCFR4,-3.093626636561685
39,0.0404051811675568,leduc_poker,AutoCFR4,-3.2087972555162376
40,0.036227600813879685,leduc_poker,AutoCFR4,-3.317933997248269
41,0.03701583324641504,leduc_poker,AutoCFR4,-3.296409532293166
42,0.0382029279392815,leduc_poker,AutoCFR4,-3.2648431186817164
43,0.039411436418244544,leduc_poker,AutoCFR4,-3.233699240374366
44,0.03512243889066727,leduc_poker,AutoCFR4,-3.348915068131297
45,0.03531968932734095,leduc_poker,AutoCFR4,-3.3433146992267115
46,0.0383574133317334,leduc_poker,AutoCFR4,-3.2608074626343098
47,0.034013217482287236,leduc_poker,AutoCFR4,-3.3810060804304403
48,0.03085441237210229,leduc_poker,AutoCFR4,-3.4784755122097035
49,0.02950537162081468,leduc_poker,AutoCFR4,-3.523182943371348
50,0.030217987785175537,leduc_poker,AutoCFR4,-3.499317909888028
51,0.028999559026537808,leduc_poker,AutoCFR4,-3.54047465509273
52,0.02707038598215647,leduc_poker,AutoCFR4,-3.609314916789075
53,0.02857771264633191,leduc_poker,AutoCFR4,-3.555128143051629
54,0.030737891626646502,leduc_poker,AutoCFR4,-3.482259130515819
55,0.03667290801858855,leduc_poker,AutoCFR4,-3.305716997654609
56,0.03888772677511769,leduc_poker,AutoCFR4,-3.247076585206946
57,0.038378104748650915,leduc_poker,AutoCFR4,-3.2602681708451455
58,0.033708387533750064,leduc_poker,AutoCFR4,-3.39000858434952
59,0.03587974304404028,leduc_poker,AutoCFR4,-3.3275824033545245
60,0.03126556549982616,leduc_poker,AutoCFR4,-3.465237930813922
61,0.029605316804194287,leduc_poker,AutoCFR4,-3.5198013120188594
62,0.027132425784647383,leduc_poker,AutoCFR4,-3.6070257429414085
63,0.024228140123693925,leduc_poker,AutoCFR4,-3.720240506336578
64,0.01912671660999063,leduc_poker,AutoCFR4,-3.9566691459123597
65,0.01739896245631442,leduc_poker,AutoCFR4,-4.051344703486977
66,0.017791920247692994,leduc_poker,AutoCFR4,-4.029010843405295
67,0.018277754496880322,leduc_poker,AutoCFR4,-4.002070559840654
68,0.016171853968009242,leduc_poker,AutoCFR4,-4.1244829571720825
69,0.015905226978822268,leduc_poker,AutoCFR4,-4.141107482972939
70,0.016652671052061113,leduc_poker,AutoCFR4,-4.095184651874951
71,0.01628046392523594,leduc_poker,AutoCFR4,-4.11778942217765
72,0.014771352691536177,leduc_poker,AutoCFR4,-4.215065602912938
73,0.013157406402408145,leduc_poker,AutoCFR4,-4.330770454392032
74,0.012641814624908779,leduc_poker,AutoCFR4,-4.370745338470264
75,0.013204741066424039,leduc_poker,AutoCFR4,-4.327179342177735
76,0.013066391324740093,leduc_poker,AutoCFR4,-4.337711893162067
77,0.014392318016244882,leduc_poker,AutoCFR4,-4.241060685840619
78,0.014723248151827587,leduc_poker,AutoCFR4,-4.218327527535505
79,0.014070612249831443,leduc_poker,AutoCFR4,-4.263666894244543
80,0.012223511618333932,leduc_poker,AutoCFR4,-4.4043940000447535
81,0.011294945269658518,leduc_poker,AutoCFR4,-4.483399974611005
82,0.011130531312693051,leduc_poker,AutoCFR4,-4.498063377844565
83,0.011055954771868798,leduc_poker,AutoCFR4,-4.504786102787477
84,0.011914207884034814,leduc_poker,AutoCFR4,-4.43002365120915
85,0.011867822123407146,leduc_poker,AutoCFR4,-4.433924564582368
86,0.013290215769835662,leduc_poker,AutoCFR4,-4.320727170885718
87,0.012947604588489064,leduc_poker,AutoCFR4,-4.346844481808214
88,0.011383970719308495,leduc_poker,AutoCFR4,-4.475548990289558
89,0.01022870198268118,leduc_poker,AutoCFR4,-4.582557590482358
90,0.010213354738007774,leduc_poker,AutoCFR4,-4.584059127022111
91,0.00965397075938057,leduc_poker,AutoCFR4,-4.64038597060894
92,0.009672264007877518,leduc_poker,AutoCFR4,-4.638492869942351
93,0.010276222726912587,leduc_poker,AutoCFR4,-4.577922525493659
94,0.010131016623915745,leduc_poker,AutoCFR4,-4.592153608016104
95,0.01050957808287313,leduc_poker,AutoCFR4,-4.55546823924988
96,0.010471438668763947,leduc_poker,AutoCFR4,-4.559103854870444
97,0.00961482631427718,leduc_poker,AutoCFR4,-4.644448964142286
98,0.00935351257862603,leduc_poker,AutoCFR4,-4.672003329372025
99,0.010339946562034907,leduc_poker,AutoCFR4,-4.571740577996939
100,0.0102624151455077,leduc_poker,AutoCFR4,-4.579267072641408
101,0.00912642926452073,leduc_poker,AutoCFR4,-4.696580760050751
102,0.00870292981061832,leduc_poker,AutoCFR4,-4.744095550171281
103,0.008313731359987475,leduc_poker,AutoCFR4,-4.789846750438525
104,0.008419838672526825,leduc_poker,AutoCFR4,-4.777164610943901
105,0.007979334385979808,leduc_poker,AutoCFR4,-4.8309002812774695
106,0.007971063369878864,leduc_poker,AutoCFR4,-4.831937373514149
107,0.00782878230480244,leduc_poker,AutoCFR4,-4.849948297701431
108,0.00802553701781325,leduc_poker,AutoCFR4,-4.8251266940974045
109,0.006890601028115131,leduc_poker,AutoCFR4,-4.977596965814011
110,0.0075156252144272795,leduc_poker,AutoCFR4,-4.890771063705183
111,0.006806203624077578,leduc_poker,AutoCFR4,-4.989920785032193
112,0.0060498939702033905,leduc_poker,AutoCFR4,-5.107714532679179
113,0.006297339590174755,leduc_poker,AutoCFR4,-5.067628022046879
114,0.007638747492603057,leduc_poker,AutoCFR4,-4.874521630002225
115,0.006082452201410848,leduc_poker,AutoCFR4,-5.10234734171629
116,0.005890392503165934,leduc_poker,AutoCFR4,-5.1344326446312865
117,0.006207885509384142,leduc_poker,AutoCFR4,-5.081934938702961
118,0.005853303679114866,leduc_poker,AutoCFR4,-5.140749045666554
119,0.0048028072653936715,leduc_poker,AutoCFR4,-5.338554685067606
120,0.005054558046838603,leduc_poker,AutoCFR4,-5.287464859246056
121,0.005843850775444928,leduc_poker,AutoCFR4,-5.142365320080047
122,0.0053739946518875925,leduc_poker,AutoCFR4,-5.2261837639721405
123,0.004786649973752069,leduc_poker,AutoCFR4,-5.341924491413951
124,0.005446170202312986,leduc_poker,AutoCFR4,-5.21284263249895
125,0.0059395503805555055,leduc_poker,AutoCFR4,-5.126121841981655
126,0.005337507416588783,leduc_poker,AutoCFR4,-5.232996510903529
127,0.005307683306009794,leduc_poker,AutoCFR4,-5.238599827817022
128,0.0051570991828936985,leduc_poker,AutoCFR4,-5.2673810314254474
129,0.004804496703503636,leduc_poker,AutoCFR4,-5.338202986374019
130,0.0048683027864794975,leduc_poker,AutoCFR4,-5.32500990643218
131,0.005227059418062743,leduc_poker,AutoCFR4,-5.253906411789131
132,0.0044403992519272545,leduc_poker,AutoCFR4,-5.417010984975471
133,0.004856654643649844,leduc_poker,AutoCFR4,-5.327405423015893
134,0.0053468987303953025,leduc_poker,AutoCFR4,-5.231238562713262
135,0.003881560493921188,leduc_poker,AutoCFR4,-5.551518017048389
136,0.003923702465725987,leduc_poker,AutoCFR4,-5.540719564382674
137,0.004332851445054062,leduc_poker,AutoCFR4,-5.441529421359967
138,0.004169225848056832,leduc_poker,AutoCFR4,-5.480024908354142
139,0.0033576076767732332,leduc_poker,AutoCFR4,-5.696526559560435
140,0.003389639287785587,leduc_poker,AutoCFR4,-5.687031768034181
141,0.0034195795923615546,leduc_poker,AutoCFR4,-5.678237661673741
142,0.0034308214684324045,leduc_poker,AutoCFR4,-5.674955551308881
143,0.003303306257385112,leduc_poker,AutoCFR4,-5.71283141589539
144,0.003074374432215504,leduc_poker,AutoCFR4,-5.784653835097589
145,0.003011543211474746,leduc_poker,AutoCFR4,-5.805302636762341
146,0.0037229515328421336,leduc_poker,AutoCFR4,-5.59323850248354
147,0.0033794069742028865,leduc_poker,AutoCFR4,-5.690055036299875
148,0.0028728637233803173,leduc_poker,AutoCFR4,-5.852445933670619
149,0.0030986283884219673,leduc_poker,AutoCFR4,-5.776795720751038
150,0.0034031060069700247,leduc_poker,AutoCFR4,-5.683066732914163
151,0.0027683899289587255,leduc_poker,AutoCFR4,-5.889489380859445
152,0.002886669990807264,leduc_poker,AutoCFR4,-5.847651693526705
153,0.0036206999974980614,leduc_poker,AutoCFR4,-5.621087902363322
154,0.0035723576705698895,leduc_poker,AutoCFR4,-5.634529489242241
155,0.002947489865984254,leduc_poker,AutoCFR4,-5.826801363731939
156,0.002596008301908509,leduc_poker,AutoCFR4,-5.953780282183732
157,0.002959286150891652,leduc_poker,AutoCFR4,-5.822807204970488
158,0.0032043131429128208,leduc_poker,AutoCFR4,-5.74325751956026
159,0.003047799807223611,leduc_poker,AutoCFR4,-5.793335323359512
160,0.0031975011295891087,leduc_poker,AutoCFR4,-5.745385671238748
161,0.0026941679691354498,leduc_poker,AutoCFR4,-5.916665853592597
162,0.0026890922371010095,leduc_poker,AutoCFR4,-5.918551600647025
163,0.002986327095652011,leduc_poker,AutoCFR4,-5.8137110427794765
164,0.002722198083313046,leduc_poker,AutoCFR4,-5.906315606161382
165,0.0027840878992343304,leduc_poker,AutoCFR4,-5.883834964007543
166,0.003035605680985598,leduc_poker,AutoCFR4,-5.797344308982321
167,0.003000733531900057,leduc_poker,AutoCFR4,-5.808898509568528
168,0.0027103522336936747,leduc_poker,AutoCFR4,-5.910676677003894
169,0.0028827080406385736,leduc_poker,AutoCFR4,-5.849025134743383
170,0.0036346678265389287,leduc_poker,AutoCFR4,-5.6172375541422745
171,0.003131228573610395,leduc_poker,AutoCFR4,-5.766329835913666
172,0.003061455432814067,leduc_poker,AutoCFR4,-5.788864844456137
173,0.003256689049627004,leduc_poker,AutoCFR4,-5.727044228652847
174,0.0030602290227932927,leduc_poker,AutoCFR4,-5.789265521768428
175,0.002870470775460765,leduc_poker,AutoCFR4,-5.853279229401001
176,0.0029613099367565843,leduc_poker,AutoCFR4,-5.822123562339309
177,0.00249341322829974,leduc_poker,AutoCFR4,-5.994102732741516
178,0.0020038812403827544,leduc_poker,AutoCFR4,-6.212669358801588
179,0.002217764947003917,leduc_poker,AutoCFR4,-6.1112553708708495
180,0.0025981872782282756,leduc_poker,AutoCFR4,-5.952941277793554
181,0.0024210159623571093,leduc_poker,AutoCFR4,-6.023568007757118
182,0.002318173714953617,leduc_poker,AutoCFR4,-6.066975595132441
183,0.002713124357461738,leduc_poker,AutoCFR4,-5.909654408736341
184,0.002423763617273575,leduc_poker,AutoCFR4,-6.022433733156635
185,0.0020399626450997577,leduc_poker,AutoCFR4,-6.194823782519274
186,0.002003304475619916,leduc_poker,AutoCFR4,-6.212957224055509
187,0.0019770685398809718,leduc_poker,AutoCFR4,-6.226140066764873
188,0.0020413164358626945,leduc_poker,AutoCFR4,-6.194160367552675
189,0.0020133551195623406,leduc_poker,AutoCFR4,-6.207952734787397
190,0.002251639310258985,leduc_poker,AutoCFR4,-6.0960967457157444
191,0.002276051349616434,leduc_poker,AutoCFR4,-6.085313201629659
192,0.00242249667896291,leduc_poker,AutoCFR4,-6.022956585113436
193,0.0020805992609057022,leduc_poker,AutoCFR4,-6.175099320558869
194,0.002152998116687635,leduc_poker,AutoCFR4,-6.140893935338967
195,0.0022271570194320467,leduc_poker,AutoCFR4,-6.107029386038379
196,0.0024976639375432347,leduc_poker,AutoCFR4,-5.992399408937867
197,0.002458439376017099,leduc_poker,AutoCFR4,-6.008228530347738
198,0.0020205142448412455,leduc_poker,AutoCFR4,-6.204403223314079
199,0.002084963426200563,leduc_poker,AutoCFR4,-6.173003965275841
200,0.002438812755856251,leduc_poker,AutoCFR4,-6.016243933562033
201,0.0025191313816993466,leduc_poker,AutoCFR4,-5.983841126679836
202,0.0020426501665349595,leduc_poker,AutoCFR4,-6.1935072129853
203,0.002195064006673436,leduc_poker,AutoCFR4,-6.121544072664465
204,0.0022674445745776914,leduc_poker,AutoCFR4,-6.089101819679376
205,0.002267394734140067,leduc_poker,AutoCFR4,-6.0891238008056
206,0.00237511104118876,leduc_poker,AutoCFR4,-6.042711088403735
207,0.0026554032555564655,leduc_poker,AutoCFR4,-5.931158750489642
208,0.0027017249321680814,leduc_poker,AutoCFR4,-5.913864846192478
209,0.002396642349282191,leduc_poker,AutoCFR4,-6.03368654230443
210,0.0017322192372460493,leduc_poker,AutoCFR4,-6.358351896456414
211,0.0021439586815444056,leduc_poker,AutoCFR4,-6.145101307627003
212,0.0024095576697279047,leduc_poker,AutoCFR4,-6.028312087857004
213,0.0021964411430445557,leduc_poker,AutoCFR4,-6.120916890698687
214,0.0023624522676618798,leduc_poker,AutoCFR4,-6.048055102964767
215,0.002518227330840117,leduc_poker,AutoCFR4,-5.984200065131722
216,0.0024851312673835474,leduc_poker,AutoCFR4,-5.997429796931878
217,0.0025837454435058277,leduc_poker,AutoCFR4,-5.958515210489608
218,0.0020426842670169254,leduc_poker,AutoCFR4,-6.193490518889616
219,0.0022136716880239993,leduc_poker,AutoCFR4,-6.113102744750319
220,0.002547937602102382,leduc_poker,AutoCFR4,-5.972471030542888
221,0.0017351586315648843,leduc_poker,AutoCFR4,-6.356656439466046
222,0.0018440946419630289,leduc_poker,AutoCFR4,-6.295766830889819
223,0.0025063521965034696,leduc_poker,AutoCFR4,-5.988926891081002
224,0.001901819298050833,leduc_poker,AutoCFR4,-6.264944325654743
225,0.0018261655777628283,leduc_poker,AutoCFR4,-6.305536823065569
226,0.0018310676239851054,leduc_poker,AutoCFR4,-6.302856081156304
227,0.001992288361516492,leduc_poker,AutoCFR4,-6.218471370498984
228,0.0015577265550850983,leduc_poker,AutoCFR4,-6.464527857152257
229,0.0019114191289960614,leduc_poker,AutoCFR4,-6.259909313336682
230,0.0021330638393944057,leduc_poker,AutoCFR4,-6.150195910548204
231,0.0018155178975081676,leduc_poker,AutoCFR4,-6.311384508988182
232,0.001603147140101735,leduc_poker,AutoCFR4,-6.435786619110729
233,0.0016593959218522553,leduc_poker,AutoCFR4,-6.401301645340909
234,0.002056781113843817,leduc_poker,AutoCFR4,-6.1866130843555025
235,0.001554527466474373,leduc_poker,AutoCFR4,-6.4665836596126365
236,0.001730288597126109,leduc_poker,AutoCFR4,-6.359467065237176
237,0.0019645912329049747,leduc_poker,AutoCFR4,-6.232471079267833
238,0.0016867082349449336,leduc_poker,AutoCFR4,-6.384976439430292
239,0.001731116617600198,leduc_poker,AutoCFR4,-6.358988634982111
240,0.0016986456041004905,leduc_poker,AutoCFR4,-6.3779240489271425
241,0.0018786472918114888,leduc_poker,AutoCFR4,-6.277203286755271
242,0.0015642946022903226,leduc_poker,AutoCFR4,-6.460320289961652
243,0.0016113459107526262,leduc_poker,AutoCFR4,-6.430685479802009
244,0.0016562478732820435,leduc_poker,AutoCFR4,-6.403200552286691
245,0.001551002973030416,leduc_poker,AutoCFR4,-6.468853477942109
246,0.0012899964471261294,leduc_poker,AutoCFR4,-6.653115814778141
247,0.0013746463075381965,leduc_poker,AutoCFR4,-6.5895588118344515
248,0.0017789687728413106,leduc_poker,AutoCFR4,-6.33172142366143
249,0.001513497597591007,leduc_poker,AutoCFR4,-6.493332016823875
250,0.0013480833756807087,leduc_poker,AutoCFR4,-6.609071417009556
251,0.0013509508625191846,leduc_poker,AutoCFR4,-6.606946591857836
252,0.0014330927467346433,leduc_poker,AutoCFR4,-6.54792041015467
253,0.0014099420015350195,leduc_poker,AutoCFR4,-6.564206709101179
254,0.0015625758622801605,leduc_poker,AutoCFR4,-6.4614196256730185
255,0.0014968881072358747,leduc_poker,AutoCFR4,-6.504366921003582
256,0.001500080868515108,leduc_poker,AutoCFR4,-6.5022362599837855
257,0.0014476732649746082,leduc_poker,AutoCFR4,-6.53779765621621
258,0.0014750040539117382,leduc_poker,AutoCFR4,-6.519094540779393
