step,exp,algorithm_name,game_name,log_exp
0,38.43119384765625,DCFRPlus,subgame4,3.6488694696070127
1,38.43119384765625,DCFRPlus,subgame4,3.6488694696070127
2,39.08236206054688,DCFRPlus,subgame4,3.6656712670201888
3,28.310599365234374,DCFRPlus,subgame4,3.3432362704021457
4,16.35349853515625,DCFRPlus,subgame4,2.7944418521387
5,14.515386352539062,DCFRPlus,subgame4,2.6752092145897377
6,16.40583190917969,DCFRPlus,subgame4,2.7976368758362318
7,13.056320495605469,DCFRPlus,subgame4,2.569272345684359
8,7.992150573730469,DCFRPlus,subgame4,2.078459881725637
9,7.7107470703125,DCFRPlus,subgame4,2.0426150791602797
10,5.443217163085937,DCFRPlus,subgame4,1.694370276338688
11,4.361758880615234,DCFRPlus,subgame4,1.4728753889969475
12,3.9144725036621093,DCFRPlus,subgame4,1.36468058311383
13,2.990711975097656,DCFRPlus,subgame4,1.0955114778185804
14,2.2344281005859377,DCFRPlus,subgame4,0.8039853119150481
15,1.857129364013672,DCFRPlus,subgame4,0.6190319428487295
16,1.5312009429931641,DCFRPlus,subgame4,0.42605235756874305
17,1.2140504837036132,DCFRPlus,subgame4,0.19396227637204297
18,0.9996692657470703,DCFRPlus,subgame4,-0.00033078895756489266
19,1.126154556274414,DCFRPlus,subgame4,0.11880878164297241
20,1.037517967224121,DCFRPlus,subgame4,0.03683129077914656
21,1.378512191772461,DCFRPlus,subgame4,0.32100479567362433
22,1.4393893432617189,DCFRPlus,subgame4,0.36421895646663255
23,1.326209487915039,DCFRPlus,subgame4,0.28232486413834873
24,1.063719253540039,DCFRPlus,subgame4,0.06177149664757149
25,0.8655575561523438,DCFRPlus,subgame4,-0.14438140611206243
26,0.8144940948486328,DCFRPlus,subgame4,-0.20518810099869111
27,0.6752250289916992,DCFRPlus,subgame4,-0.3927092673831344
28,0.6489141082763672,DCFRPlus,subgame4,-0.43245491575692596
29,0.5981467247009278,DCFRPlus,subgame4,-0.513919196095458
30,0.564118480682373,DCFRPlus,subgame4,-0.5724909774142717
31,0.5731317520141601,DCFRPlus,subgame4,-0.5566396549910152
32,0.5602746963500976,DCFRPlus,subgame4,-0.5793280863264565
33,0.5502955436706543,DCFRPlus,subgame4,-0.5972997929491143
34,0.5146458244323731,DCFRPlus,subgame4,-0.6642763344547568
35,0.4815745162963867,DCFRPlus,subgame4,-0.7306943010545273
36,0.44440141677856443,DCFRPlus,subgame4,-0.811027033151167
37,0.42547752380371096,DCFRPlus,subgame4,-0.8545431553868992
38,0.4643395233154297,DCFRPlus,subgame4,-0.7671392630574381
39,0.44160926818847657,DCFRPlus,subgame4,-0.8173297964938467
40,0.39509057998657227,DCFRPlus,subgame4,-0.9286402239483049
41,0.37405221939086913,DCFRPlus,subgame4,-0.9833598672743771
42,0.38581630706787107,DCFRPlus,subgame4,-0.9523939112133449
43,0.3687630271911621,DCFRPlus,subgame4,-0.9976010439760928
44,0.3322595691680908,DCFRPlus,subgame4,-1.1018387806956533
45,0.32388222694396973,DCFRPlus,subgame4,-1.127375326357401
46,0.3016745853424072,DCFRPlus,subgame4,-1.1984063745410034
47,0.29641801834106446,DCFRPlus,subgame4,-1.2159845967835063
48,0.2870359134674072,DCFRPlus,subgame4,-1.2481479370183481
49,0.2787310123443604,DCFRPlus,subgame4,-1.2775080756781636
50,0.2788110637664795,DCFRPlus,subgame4,-1.2772209173591804
51,0.2572087097167969,DCFRPlus,subgame4,-1.3578674235963981
52,0.24128971099853516,DCFRPlus,subgame4,-1.421756947133712
53,0.23011266708374023,DCFRPlus,subgame4,-1.4691862331138312
54,0.2273750114440918,DCFRPlus,subgame4,-1.481154591812497
55,0.22296836853027344,DCFRPlus,subgame4,-1.5007253627387183
56,0.2208723258972168,DCFRPlus,subgame4,-1.5101704552759305
57,0.21935346603393555,DCFRPlus,subgame4,-1.5170708501091357
58,0.20400455474853516,DCFRPlus,subgame4,-1.589612958188467
59,0.20368059158325194,DCFRPlus,subgame4,-1.5912022397033194
60,0.19941497802734376,DCFRPlus,subgame4,-1.6123673087922574
61,0.2045144557952881,DCFRPlus,subgame4,-1.5871166175120774
62,0.19960268020629882,DCFRPlus,subgame4,-1.611426487307658
63,0.20150408744812012,DCFRPlus,subgame4,-1.601945612698806
64,0.21366978645324708,DCFRPlus,subgame4,-1.5433235096509292
65,0.21367429733276366,DCFRPlus,subgame4,-1.543302398421417
66,0.21269286155700684,DCFRPlus,subgame4,-1.547906118425136
67,0.19541268348693847,DCFRPlus,subgame4,-1.6326416311067642
68,0.17828795433044434,DCFRPlus,subgame4,-1.7243553148335544
69,0.1663012409210205,DCFRPlus,subgame4,-1.793954430868699
70,0.16804587841033936,DCFRPlus,subgame4,-1.783518251084182
71,0.16662689685821533,DCFRPlus,subgame4,-1.7919981165527707
72,0.15790568351745604,DCFRPlus,subgame4,-1.8457573639575826
73,0.1491449546813965,DCFRPlus,subgame4,-1.9028365957380393
74,0.14970288276672364,DCFRPlus,subgame4,-1.8991027307832256
75,0.1595147132873535,DCFRPlus,subgame4,-1.8356191146959715
76,0.15705469131469726,DCFRPlus,subgame4,-1.8511611819715
77,0.14859400272369386,DCFRPlus,subgame4,-1.906537506034481
78,0.14792536258697508,DCFRPlus,subgame4,-1.9110474392682506
79,0.14080230236053468,DCFRPlus,subgame4,-1.9603984833994537
80,0.13639237403869628,DCFRPlus,subgame4,-1.992219443942943
81,0.13857144832611085,DCFRPlus,subgame4,-1.9763692139804692
82,0.12974169731140137,DCFRPlus,subgame4,-2.04220974887644
83,0.1238049840927124,DCFRPlus,subgame4,-2.0890476603117123
84,0.12989585876464843,DCFRPlus,subgame4,-2.0410222359935326
85,0.13063402652740477,DCFRPlus,subgame4,-2.0353555560483945
86,0.1232820987701416,DCFRPlus,subgame4,-2.0932800636980784
87,0.12479859828948975,DCFRPlus,subgame4,-2.081054054764615
88,0.12282976150512695,DCFRPlus,subgame4,-2.0969559350993308
89,0.12108022212982178,DCFRPlus,subgame4,-2.11130196025959
90,0.1155750560760498,DCFRPlus,subgame4,-2.1578351239161004
91,0.11631522178649903,DCFRPlus,subgame4,-2.1514513442172496
92,0.11226977348327637,DCFRPlus,subgame4,-2.1868506121203573
93,0.10504682064056396,DCFRPlus,subgame4,-2.253349117350804
94,0.10172191143035889,DCFRPlus,subgame4,-2.2855125475080436
95,0.09624199867248535,DCFRPlus,subgame4,-2.340889439945266
96,0.0937448787689209,DCFRPlus,subgame4,-2.3671782420885403
97,0.09186698913574219,DCFRPlus,subgame4,-2.387413518331031
98,0.08992506980895996,DCFRPlus,subgame4,-2.4087785130987216
99,0.08783659934997559,DCFRPlus,subgame4,-2.4322770161099503
100,0.08571213245391845,DCFRPlus,subgame4,-2.456760894507802
101,0.08456423759460449,DCFRPlus,subgame4,-2.470243825210744
102,0.0846958065032959,DCFRPlus,subgame4,-2.468689188546295
103,0.08338364124298096,DCFRPlus,subgame4,-2.484303137022699
104,0.08136631727218628,DCFRPlus,subgame4,-2.5087938843344606
105,0.08065664291381835,DCFRPlus,subgame4,-2.5175541106135935
106,0.0799643898010254,DCFRPlus,subgame4,-2.5261738708940866
107,0.07914051055908203,DCFRPlus,subgame4,-2.5365303917052335
108,0.07838733673095703,DCFRPlus,subgame4,-2.5460928859605563
109,0.07731278419494629,DCFRPlus,subgame4,-2.559895952911255
110,0.0757492733001709,DCFRPlus,subgame4,-2.580326428035759
111,0.07478122234344482,DCFRPlus,subgame4,-2.5931884637063067
112,0.07419126033782959,DCFRPlus,subgame4,-2.601108920950477
113,0.07335123300552368,DCFRPlus,subgame4,-2.6124959646431742
114,0.07213494300842285,DCFRPlus,subgame4,-2.6292167056530182
115,0.07085405349731445,DCFRPlus,subgame4,-2.6471331020993114
116,0.06974642753601074,DCFRPlus,subgame4,-2.662889077714065
117,0.06881863355636597,DCFRPlus,subgame4,-2.6762807341373565
118,0.06796969652175903,DCFRPlus,subgame4,-2.6886933125186685
119,0.06707388162612915,DCFRPlus,subgame4,-2.7019605562924327
120,0.06600594758987427,DCFRPlus,subgame4,-2.718010426017729
121,0.06497418880462646,DCFRPlus,subgame4,-2.733765183263161
122,0.0643032145500183,DCFRPlus,subgame4,-2.744145655986332
123,0.06364726543426513,DCFRPlus,subgame4,-2.7543989174426415
124,0.06292639017105102,DCFRPlus,subgame4,-2.76578964569703
125,0.06205829858779907,DCFRPlus,subgame4,-2.7796810359387636
126,0.061039741039276126,DCFRPlus,subgame4,-2.796230134490752
127,0.060080981254577635,DCFRPlus,subgame4,-2.8120619391932924
128,0.05921000003814697,DCFRPlus,subgame4,-2.8266648317941865
129,0.05821805477142334,DCFRPlus,subgame4,-2.843559752912583
130,0.057127251625061035,DCFRPlus,subgame4,-2.862474014788557
131,0.05601136684417725,DCFRPlus,subgame4,-2.882200629484203
