step,exp,game_name,algorithm_name,log_exp
0,0.3333333333333333,modified_rps_3,NoclipCFR,-1.0986122886681098
20,0.06741403339836333,modified_rps_3,NoclipCFR,-2.696902072078497
40,0.022247422574470016,modified_rps_3,NoclipCFR,-3.8055291164294456
60,0.012062495802316692,modified_rps_3,NoclipCFR,-4.417654160311565
80,0.012508058415964779,modified_rps_3,NoclipCFR,-4.3813821691092505
100,0.006487324723796595,modified_rps_3,NoclipCFR,-5.0379050483816465
120,0.008414415462223795,modified_rps_3,NoclipCFR,-4.77780891754011
140,0.006009152154001107,modified_rps_3,NoclipCFR,-5.114471612932261
160,0.005286543968844426,modified_rps_3,NoclipCFR,-5.2425905606325935
180,0.004523798983656541,modified_rps_3,NoclipCFR,-5.398403155036288
200,0.004412196254037631,modified_rps_3,NoclipCFR,-5.4233826967040075
220,0.004419021993163713,modified_rps_3,NoclipCFR,-5.4218368758910165
240,0.0025529654356458154,modified_rps_3,NoclipCFR,-5.970499679535233
260,0.0035218872824659686,modified_rps_3,NoclipCFR,-5.648758273262969
280,0.0030640796993715302,modified_rps_3,NoclipCFR,-5.788008015897853
300,0.003016859528917143,modified_rps_3,NoclipCFR,-5.803538879744264
320,0.0020113257468025725,modified_rps_3,NoclipCFR,-6.208961198811821
340,0.0031776188300668418,modified_rps_3,NoclipCFR,-5.751623158253952
360,0.002573661451523268,modified_rps_3,NoclipCFR,-5.96242570467327
380,0.002029469034652065,modified_rps_3,NoclipCFR,-6.199981079425734
400,0.0025782543219348697,modified_rps_3,NoclipCFR,-5.960642728463918
420,0.0015756326894585393,modified_rps_3,NoclipCFR,-6.453098379774711
440,0.0019818743740538936,modified_rps_3,NoclipCFR,-6.223712228507023
460,0.0016757740468795468,modified_rps_3,NoclipCFR,-6.391480102908505
480,0.001999151242170677,modified_rps_3,NoclipCFR,-6.215032567411069
500,0.0015220784568063805,modified_rps_3,NoclipCFR,-6.487678472378199
520,0.0016817461834205127,modified_rps_3,NoclipCFR,-6.38792263047067
540,0.001265335401434281,modified_rps_3,NoclipCFR,-6.672418052472172
560,0.001874952453770229,modified_rps_3,NoclipCFR,-6.279171977870494
580,0.0013766509181407927,modified_rps_3,NoclipCFR,-6.58810160034991
600,0.001315865864281146,modified_rps_3,NoclipCFR,-6.63326037811194
620,0.0019008231530524555,modified_rps_3,NoclipCFR,-6.265468248181762
640,0.0012422291767705818,modified_rps_3,NoclipCFR,-6.69084779013344
660,0.001605201822641067,modified_rps_3,NoclipCFR,-6.434505784111737
680,0.0011306688216779492,modified_rps_3,NoclipCFR,-6.784945943757239
700,0.0013875838560857834,modified_rps_3,NoclipCFR,-6.580191277351333
720,0.0013550758236054727,modified_rps_3,NoclipCFR,-6.603897867835662
740,0.001095709072904294,modified_rps_3,NoclipCFR,-6.816353570123311
760,0.0012784612400052464,modified_rps_3,NoclipCFR,-6.662098080465966
780,0.0013359859590214018,modified_rps_3,NoclipCFR,-6.61808571363743
800,0.0010492285643825539,modified_rps_3,NoclipCFR,-6.859700085425493
820,0.001022033064918132,modified_rps_3,NoclipCFR,-6.885961434575119
840,0.0011405300093831061,modified_rps_3,NoclipCFR,-6.776262204106291
860,0.0013600098995568688,modified_rps_3,NoclipCFR,-6.600263300174736
880,0.0008802384321037471,modified_rps_3,NoclipCFR,-7.035317741618705
900,0.001080118385636264,modified_rps_3,NoclipCFR,-6.830684627523565
920,0.0011687585721818772,modified_rps_3,NoclipCFR,-6.751813142901107
940,0.0012589041746417784,modified_rps_3,NoclipCFR,-6.677513639094788
960,0.000813810954261196,modified_rps_3,NoclipCFR,-7.113782461856661
980,0.0009849487813288205,modified_rps_3,NoclipCFR,-6.922920916795106
1000,0.00097500797976946,modified_rps_3,NoclipCFR,-6.933064902620986
1020,0.0009965077446772719,modified_rps_3,NoclipCFR,-6.911253646462778
1040,0.0007346722375451697,modified_rps_3,NoclipCFR,-7.216086093522852
1060,0.0007114923471233658,modified_rps_3,NoclipCFR,-7.248145896467806
1080,0.00088295219040882,modified_rps_3,NoclipCFR,-7.032239503323553
1100,0.0009425400435609521,modified_rps_3,NoclipCFR,-6.966932153007816
1120,0.0008748950881072581,modified_rps_3,NoclipCFR,-7.041406578101147
1140,0.0008525025531296304,modified_rps_3,NoclipCFR,-7.06733435393762
1160,0.000646383422031882,modified_rps_3,NoclipCFR,-7.344117697695362
1180,0.0007718918740958758,modified_rps_3,NoclipCFR,-7.166666077210041
1200,0.0006740260060567327,modified_rps_3,NoclipCFR,-7.30224186314243
1220,0.0008903472027705639,modified_rps_3,NoclipCFR,-7.023899055840801
1240,0.0007740332702374508,modified_rps_3,NoclipCFR,-7.163895700495459
1260,0.0008821401691788133,modified_rps_3,NoclipCFR,-7.033159592612797
1280,0.000669710986520522,modified_rps_3,NoclipCFR,-7.3086643020454245
1300,0.0005970327246974938,modified_rps_3,NoclipCFR,-7.4235386308352895
1320,0.0007297539239305706,modified_rps_3,NoclipCFR,-7.222803171155681
1340,0.0006115235099791727,modified_rps_3,NoclipCFR,-7.399557157166978
1360,0.0007520176308917215,modified_rps_3,NoclipCFR,-7.192750788954536
