step,exp,algorithm_name,game_name,log_exp
0,27.81675537109375,DCFR,subgame3,3.325638550329572
1,27.81675537109375,DCFR,subgame3,3.325638550329572
2,20.04785400390625,DCFR,subgame3,2.998122115800094
3,12.10952880859375,DCFR,subgame3,2.4939926475259133
4,8.412717895507813,DCFR,subgame3,2.1297445960330705
5,5.570713806152344,DCFR,subgame3,1.7175231976408873
6,3.5151710510253906,DCFR,subgame3,1.2570881872437332
7,2.5432814025878905,DCFR,subgame3,0.9334551380402005
8,2.054621276855469,DCFR,subgame3,0.7200915374630755
9,1.9431082153320312,DCFR,subgame3,0.6642888638171343
10,1.6711456298828125,DCFR,subgame3,0.5135093971520129
11,3.154573516845703,DCFR,subgame3,1.1488533099449254
12,2.485881500244141,DCFR,subgame3,0.9106273251157908
13,1.9214273834228515,DCFR,subgame3,0.653068338699404
14,1.5924302673339843,DCFR,subgame3,0.46526131933212905
15,2.1939637756347654,DCFR,subgame3,0.7857098510671306
16,1.8813577270507813,DCFR,subgame3,0.6319937114241425
17,2.089822235107422,DCFR,subgame3,0.7370790073868149
18,2.219653549194336,DCFR,subgame3,0.7973511247842572
19,2.2401913452148436,DCFR,subgame3,0.806561284189612
20,2.1014338684082032,DCFR,subgame3,0.7426199062113769
21,1.956326446533203,DCFR,subgame3,0.6710684526428371
22,1.8180945587158204,DCFR,subgame3,0.5977890068976349
23,1.6790320587158203,DCFR,subgame3,0.5182174718474947
24,1.546879425048828,DCFR,subgame3,0.4362396274084527
25,1.4200307083129884,DCFR,subgame3,0.3506784969518671
26,1.3051751708984376,DCFR,subgame3,0.2663372623400548
27,1.2090706634521484,DCFR,subgame3,0.1898520177758859
28,1.1241934967041016,DCFR,subgame3,0.11706588674798962
29,1.05551082611084,DCFR,subgame3,0.0540248451090041
30,0.9944107055664062,DCFR,subgame3,-0.005604972988391799
31,0.9420650482177735,DCFR,subgame3,-0.059680953480105735
32,0.8960830307006836,DCFR,subgame3,-0.10972220210791105
33,0.8531758880615234,DCFR,subgame3,-0.1587895533778996
34,0.8128123092651367,DCFR,subgame3,-0.20725505799954091
35,0.7758184814453125,DCFR,subgame3,-0.25383670182471124
36,0.7410673522949218,DCFR,subgame3,-0.2996637640313204
37,0.7082952499389649,DCFR,subgame3,-0.3448942525291574
38,0.6770441055297851,DCFR,subgame3,-0.3900188596988973
39,0.6468913078308105,DCFR,subgame3,-0.4355769926729406
